id,headshot,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCountry,firstName.default,lastName.default,birthCity.default,birthStateProvince.default,birthCity.cs,birthCity.de,birthCity.fi,birthCity.fr,birthCity.sk,birthCity.sv,lastName.cs,lastName.sk,headingPosition,fullName,season,team_abbr,lastName.sv,firstName.cs,firstName.sk,lastName.de,lastName.es,lastName.fi,firstName.fi,lastName.fr,firstName.de,firstName.es,firstName.sv,firstName.fr,fullName.1,fullName.2,fullName.3,fullName.4,fullName.5,fullName.6
8476426,https://assets.nhle.com/mugs/nhl/20142015/EDM/8476426.png,85.0,D,L,76,207,193,94,1993-04-09,CAN,David,Musil,Calgary,AB,,,,,,,,,D,DAVID MUSIL,20142015,EDM,,,,,,,,,,,,,,,,,,
8471348,https://assets.nhle.com/mugs/nhl/20142015/EDM/8471348.png,86.0,D,L,76,217,193,98,1986-06-16,RUS,Nikita,Nikitin,Omsk,,,,,,,,,,D,NIKITA NIKITIN,20142015,EDM,,,,,,,,,,,,,,,,,,
8477498,https://assets.nhle.com/mugs/nhl/20142015/EDM/8477498.png,25.0,D,L,76,221,193,100,1995-02-04,CAN,Darnell,Nurse,Hamilton,ON,,,,,,,,,D,DARNELL NURSE,20142015,EDM,,,,,,,,,,,,,,,,,,
8477851,https://assets.nhle.com/mugs/nhl/20142015/EDM/8477851.png,82.0,D,L,72,187,183,85,1992-06-25,USA,Jordan,Oesterle,Dearborn Heights,MI,,,,,,,,,D,JORDAN OESTERLE,20142015,EDM,,,,,,,,,,,,,,,,,,
8473507,https://assets.nhle.com/mugs/nhl/20142015/EDM/8473507.png,2.0,D,R,75,209,191,95,1987-12-09,USA,Jeff,Petry,Ann Arbor,MI,,,,,,,,,D,JEFF PETRY,20142015,EDM,,,,,,,,,,,,,,,,,,
8474602,https://assets.nhle.com/mugs/nhl/20142015/EDM/8474602.png,19.0,D,R,74,190,188,86,1990-07-06,CAN,Justin,Schultz,Kelowna,BC,,,,,,,,,D,JUSTIN SCHULTZ,20142015,EDM,,,,,,,,,,,,,,,,,,
8473614,https://assets.nhle.com/mugs/nhl/20142015/EDM/8473614.png,32.0,G,L,70,183,178,83,1987-07-25,USA,Richard,Bachman,Salt Lake City,UT,,,,,,,,,G,RICHARD BACHMAN,20142015,EDM,,,,,,,,,,,,,,,,,,
8476316,https://assets.nhle.com/mugs/nhl/20142015/EDM/8476316.png,1.0,G,L,75,215,191,98,1993-03-23,CAN,Laurent,Brossoit,Port Alberni,BC,,,,,,,,,G,LAURENT BROSSOIT,20142015,EDM,,,,,,,,,,,,,,,,,,
8475781,https://assets.nhle.com/mugs/nhl/20142015/EDM/8475781.png,34.0,G,L,73,205,185,93,1992-02-11,CAN,Tyler,Bunz,Regina,SK,,,,,,,,,G,TYLER BUNZ,20142015,EDM,,,,,,,,,,,,,,,,,,
8476839,https://assets.nhle.com/mugs/nhl/20142015/EDM/8476839.png,35.0,G,L,72,181,183,82,1982-08-08,SWE,Viktor,Fasth,Kalix,,,,,,,,,,G,VIKTOR FASTH,20142015,EDM,,,,,,,,,,,,,,,,,,
8475681,https://assets.nhle.com/mugs/nhl/20142015/EDM/8475681.png,30.0,G,L,74,181,188,82,1986-09-11,CAN,Ben,Scrivens,Spruce Grove,AB,,,,,,,,,G,BEN SCRIVENS,20142015,EDM,,,,,,,,,,,,,,,,,,
8476466,https://assets.nhle.com/mugs/nhl/20142015/VAN/8476466.png,47.0,L,L,71,190,180,86,1992-10-05,CHE,Sven,Baertschi,Bern,,,,,Berne,,,Bärtschi,Bärtschi,F,SVEN BAERTSCHI,20142015,VAN,,,,Bärtschi,,,,,,,,,,,,,,
8474009,https://assets.nhle.com/mugs/nhl/20142015/VAN/8474009.png,13.0,C,L,73,195,185,88,1988-04-20,USA,Nick,Bonino,Hartford,CT,,,,,,,,,F,NICK BONINO,20142015,VAN,,,,,,,,,,,,,,,,,,
8470358,https://assets.nhle.com/mugs/nhl/20142015/VAN/8470358.png,14.0,R,L,73,197,185,89,1981-04-11,CAN,Alexandre,Burrows,Pincourt,QC,,,,,,,,,F,ALEXANDRE BURROWS,20142015,VAN,,,,,,,,,,,,,,,,,,
8476214,https://assets.nhle.com/mugs/nhl/20142015/VAN/8476214.png,39.0,L,L,74,199,188,90,1988-09-13,CAN,Brandon,DeFazio,Etobicoke,ON,,,,,,,Defazio,Defazio,F,BRANDON DEFAZIO,20142015,VAN,Defazio,,,Defazio,,Defazio,,,,,,,,,,,,
8473432,https://assets.nhle.com/mugs/nhl/20142015/VAN/8473432.png,,R,R,72,192,183,87,1986-12-20,CAN,Derek,Dorsett,Kindersley,SK,,,,,,,,,F,DEREK DORSETT,20142015,VAN,,,,,,,,,,,,,,,,,,
8471498,https://assets.nhle.com/mugs/nhl/20142015/VAN/8471498.png,36.0,R,R,73,198,185,90,1986-03-15,DNK,Jannik,Hansen,Rødovre,,,,,,,,,,F,JANNIK HANSEN,20142015,VAN,,,,,,,,,,,,,,,,,,
8470274,https://assets.nhle.com/mugs/nhl/20142015/VAN/8470274.png,20.0,L,L,72,205,183,93,1983-06-02,USA,Chris,Higgins,Smithtown,NY,,,,,,,,,F,CHRIS HIGGINS,20142015,VAN,,,,,,,,,,,,,,,,,,
8477500,https://assets.nhle.com/mugs/nhl/20142015/VAN/8477500.png,53.0,C,L,72,215,183,98,1995-04-05,CAN,Bo,Horvat,London,ON,,,,,Londýn,,,,F,BO HORVAT,20142015,VAN,,,,,,,,,,,,,,,,,,
8476482,https://assets.nhle.com/mugs/nhl/20142015/VAN/8476482.png,46.0,R,L,75,216,191,98,1993-03-06,DNK,Nicklas,Jensen,Herning,,,,,,,,,,F,NICKLAS JENSEN,20142015,VAN,,,,,,,,,,,,,,,,,,
8475178,https://assets.nhle.com/mugs/nhl/20142015/VAN/8475178.png,9.0,R,R,75,211,191,96,1991-01-24,CAN,Zack,Kassian,Windsor,ON,,,,,,,,,F,ZACK KASSIAN,20142015,VAN,,,,,,,,,,,,,,,,,,
8477589,https://assets.nhle.com/mugs/nhl/20142015/VAN/8477589.png,41.0,L,L,72,201,183,91,1991-02-28,LVA,Ronalds,Kenins,Riga,,,,Riika,,,,,,F,RONALDS KENINS,20142015,VAN,,,,,,,,,,,,,,,,,,
8473574,https://assets.nhle.com/mugs/nhl/20142015/VAN/8473574.png,27.0,C,L,76,231,193,105,1988-02-19,CAN,Shawn,Matthias,Mississauga,ON,,,,,,,,,F,SHAWN MATTHIAS,20142015,VAN,,,,,,,,,,,,,,,,,,
8474646,https://assets.nhle.com/mugs/nhl/20142015/VAN/8474646.png,21.0,L,L,71,190,180,86,1990-03-22,CAN,Brandon,McMillan,Richmond,BC,,,,,,,,,F,BRANDON MCMILLAN,20142015,VAN,,,,,,,,,,,,,,,,,,
8470755,https://assets.nhle.com/mugs/nhl/20142015/VAN/8470755.png,13.0,R,L,72,190,183,86,1985-02-04,CAN,Brad,Richardson,Belleville,ON,,,,,,,,,F,BRAD RICHARDSON,20142015,VAN,,,,,,,,,,,,,,,,,,
8467875,https://assets.nhle.com/mugs/nhl/20142015/VAN/8467875.png,22.0,L,L,73,190,185,86,1980-09-26,SWE,Daniel,Sedin,Ornskoldsvik,,Örnsköldsvik,,Örnsköldsvik,,Örnsköldsvik,Örnsköldsvik,,,F,DANIEL SEDIN,20142015,VAN,,,,,,,,,,,,,,,,,,
8467876,https://assets.nhle.com/mugs/nhl/20142015/VAN/8467876.png,33.0,C,L,74,183,188,83,1980-09-26,SWE,Henrik,Sedin,Ornskoldsvik,,Örnsköldsvik,,Örnsköldsvik,,Örnsköldsvik,Örnsköldsvik,,,F,HENRIK SEDIN,20142015,VAN,,,,,,,,,,,,,,,,,,
8473542,https://assets.nhle.com/mugs/nhl/20142015/VAN/8473542.png,29.0,L,L,77,228,196,103,1987-09-28,USA,Tom,Sestito,Rome,NY,,,,,,,,,F,TOM SESTITO,20142015,VAN,,,,,,,,,,,,,,,,,,
8475223,https://assets.nhle.com/mugs/nhl/20142015/VAN/8475223.png,7.0,R,R,72,189,183,86,1991-07-17,CAN,Linden,Vey,Wakaw,SK,,,,,,,,,F,LINDEN VEY,20142015,VAN,,,,,,,,,,,,,,,,,,
8468085,https://assets.nhle.com/mugs/nhl/20142015/VAN/8468085.png,17.0,R,R,73,194,185,88,1981-06-13,CZE,Radim,Vrbata,Mlada Boleslav,,Mladá Boleslav,,Mladá Boleslav,,Mladá Boleslav,,,,F,RADIM VRBATA,20142015,VAN,,,,,,,,,,,,,,,,,,
8473415,https://assets.nhle.com/mugs/nhl/20142015/VAN/8473415.png,55.0,D,R,70,195,178,88,1988-04-04,CAN,Alex,Biega,Montréal,QC,,,,,,,,,D,ALEX BIEGA,20142015,VAN,,,,,,,,,,,,,,,,,,
8469598,https://assets.nhle.com/mugs/nhl/20142015/VAN/8469598.png,3.0,D,R,73,197,185,89,1981-06-16,CAN,Kevin,Bieksa,Grimsby,ON,,,,,,,,,D,KEVIN BIEKSA,20142015,VAN,,,,,,,,,,,,,,,,,,
8476431,https://assets.nhle.com/mugs/nhl/20142015/VAN/8476431.png,44.0,D,R,72,194,183,88,1992-10-26,USA,Adam,Clendening,Niagara Falls,NY,,,,,,,,,D,ADAM CLENDENING,20142015,VAN,,,,,,,,,,,,,,,,,,
8476302,https://assets.nhle.com/mugs/nhl/20142015/VAN/8476302.png,26.0,D,R,72,205,183,93,1993-03-26,CAN,Frank,Corrado,Toronto,ON,,,,,,,,,D,FRANK CORRADO,20142015,VAN,,,,,,,,,,,,,,,,,,
8471303,https://assets.nhle.com/mugs/nhl/20142015/VAN/8471303.png,23.0,D,L,76,210,193,95,1986-04-21,SWE,Alexander,Edler,Ostersund,,,,Östersund,,,Östersund,,,D,ALEXANDER EDLER,20142015,VAN,,,,,,,,,,,,,,,,,,
8469465,https://assets.nhle.com/mugs/nhl/20142015/VAN/8469465.png,2.0,D,L,73,204,185,93,1982-12-13,CAN,Dan,Hamhuis,Smithers,BC,,,,,,,,,D,DAN HAMHUIS,20142015,VAN,,,,,,,,,,,,,,,,,,
8474579,https://assets.nhle.com/mugs/nhl/20142015/VAN/8474579.png,5.0,D,L,75,206,191,93,1990-01-30,ITA,Luca,Sbisa,Ozieri,,,,,,,,,,D,LUCA SBISA,20142015,VAN,,,,,,,,,,,,,,,,,,
8475598,https://assets.nhle.com/mugs/nhl/20142015/VAN/8475598.png,18.0,D,L,74,205,188,93,1989-07-20,CAN,Ryan,Stanton,St. Albert,AB,,,,St-Albert,,,,,D,RYAN STANTON,20142015,VAN,,,,,,,,,,,,,,,,,,
8475690,https://assets.nhle.com/mugs/nhl/20142015/VAN/8475690.png,8.0,D,R,74,193,188,88,1989-12-20,CAN,Chris,Tanev,Toronto,ON,,,,,,,,,D,CHRIS TANEV,20142015,VAN,,Christopher,Christopher,,,,Christopher,,Christopher,Christopher,Christopher,,CHRISTOPHER TANEV,CHRISTOPHER TANEV,CHRISTOPHER TANEV,CHRISTOPHER TANEV,CHRISTOPHER TANEV,CHRISTOPHER TANEV
8474134,https://assets.nhle.com/mugs/nhl/20142015/VAN/8474134.png,6.0,D,R,71,200,180,91,1988-09-23,CHE,Yannick,Weber,Morges,,,,,,,,,,D,YANNICK WEBER,20142015,VAN,,,,,,,,,,,,,,,,,,
8475663,https://assets.nhle.com/mugs/nhl/20142015/VAN/8475663.png,31.0,G,L,76,187,193,85,1988-01-05,SWE,Eddie,Lack,Norrtalje,,,,,,,,,,G,EDDIE LACK,20142015,VAN,,,,,,,,,,,,,,,,,,
8474593,https://assets.nhle.com/mugs/nhl/20142015/VAN/8474593.png,25.0,G,L,78,207,198,94,1990-01-31,SWE,Jacob,Markstrom,Gavle,,,,,,,,Markström,Markström,G,JACOB MARKSTROM,20142015,VAN,Markström,,,,,Markström,,,,,,,,,,,,
8468011,https://assets.nhle.com/mugs/nhl/20142015/VAN/8468011.png,30.0,G,L,74,170,188,77,1980-07-17,USA,Ryan,Miller,East Lansing,MI,,,,,,,,,G,RYAN MILLER,20142015,VAN,,,,,,,,,,,,,,,,,,
8474150,https://assets.nhle.com/mugs/nhl/20142015/CGY/8474150.png,11.0,C,L,72,206,183,93,1989-03-17,SWE,Mikael,Backlund,Vasteras,,Västeras,,Västerås,,Västeras,Västerås,,,F,MIKAEL BACKLUND,20142015,CGY,,,,,,,,,,,,,,,,,,
8476466,https://assets.nhle.com/mugs/nhl/20142015/CGY/8476466.png,27.0,L,L,71,190,180,86,1992-10-05,CHE,Sven,Baertschi,Bern,,,,,Berne,,,Bärtschi,Bärtschi,F,SVEN BAERTSCHI,20142015,CGY,,,,Bärtschi,,,,,,,,,,,,,,
8477935,https://assets.nhle.com/mugs/nhl/20142015/CGY/8477935.png,93.0,C,L,73,195,185,88,1996-06-20,CAN,Sam,Bennett,Holland Landing,ON,,,,,,,,,F,SAM BENNETT,20142015,CGY,,,,,,,,,,,,,,,,,,
8475650,https://assets.nhle.com/mugs/nhl/20142015/CGY/8475650.png,52.0,L,L,74,220,188,100,1987-01-31,USA,Brandon,Bollig,St. Charles,MO,,,,,,,,,F,BRANDON BOLLIG,20142015,CGY,,,,,,,,,,,,,,,,,,
8474642,https://assets.nhle.com/mugs/nhl/20142015/CGY/8474642.png,17.0,C,L,74,208,188,94,1990-03-25,CAN,Lance,Bouma,Provost,AB,,,,,,,,,F,LANCE BOUMA,20142015,CGY,,,,,,,,,,,,,,,,,,
8474038,https://assets.nhle.com/mugs/nhl/20142015/CGY/8474038.png,32.0,C,L,69,164,175,74,1989-04-27,CAN,Paul,Byron,Ottawa,ON,,,,,,,,,F,PAUL BYRON,20142015,CGY,,,,,,,,,,,,,,,,,,
8474577,https://assets.nhle.com/mugs/nhl/20142015/CGY/8474577.png,8.0,C,L,77,221,196,100,1990-01-30,CAN,Joe,Colborne,Calgary,AB,,,,,,,,,F,JOE COLBORNE,20142015,CGY,,,,,,,,,,,,,,,,,,
8475907,https://assets.nhle.com/mugs/nhl/20142015/CGY/8475907.png,79.0,L,L,73,217,185,98,1992-04-20,CAN,Micheal,Ferland,Swan River,MB,,,,,,,,,F,MICHEAL FERLAND,20142015,CGY,,,,,,,,,,,,,,,,,,
8476346,https://assets.nhle.com/mugs/nhl/20142015/CGY/8476346.png,13.0,L,L,69,165,175,75,1993-08-13,USA,Johnny,Gaudreau,Salem,NJ,,,,,,,,,F,JOHNNY GAUDREAU,20142015,CGY,,,,,,,,,,,,,,,,,,
8471185,https://assets.nhle.com/mugs/nhl/20142015/CGY/8471185.png,20.0,L,L,73,197,185,89,1982-12-28,CAN,Curtis,Glencross,Kindersley,SK,,,,,,,,,F,CURTIS GLENCROSS,20142015,CGY,,,,,,,,,,,,,,,,,,
8476440,https://assets.nhle.com/mugs/nhl/20142015/CGY/8476440.png,60.0,C,L,72,180,183,82,1993-04-16,FIN,Markus,Granlund,Oulu,,,,,,,Uleåborg,,,F,MARKUS GRANLUND,20142015,CGY,,,,,,,,,,,,,,,,,,
8470201,https://assets.nhle.com/mugs/nhl/20142015/CGY/8470201.png,24.0,C,L,70,190,178,86,1984-01-04,CZE,Jiri,Hudler,Olomouc,,,,,,,,,,F,JIRI HUDLER,20142015,CGY,,,,,,,,,,,,,,,,,,
8470877,https://assets.nhle.com/mugs/nhl/20142015/CGY/8470877.png,19.0,R,R,75,208,191,94,1984-08-10,CAN,David,Jones,Guelph,ON,,,,,,,,,F,DAVID JONES,20142015,CGY,,,,,,,,,,,,,,,,,,
8477591,https://assets.nhle.com/mugs/nhl/20142015/CGY/8477591.png,16.0,C,R,73,198,185,90,1990-07-14,CAN,Josh,Jooris,Burlington,ON,,,,,,,,,F,JOSH JOORIS,20142015,CGY,,,,,,,,,,,,,,,,,,
8475260,https://assets.nhle.com/mugs/nhl/20142015/CGY/8475260.png,10.0,C,R,74,195,188,88,1990-09-10,CAN,Corban,Knight,Oliver,BC,,,,,,,,,F,CORBAN KNIGHT,20142015,CGY,,,,,,,,,,,,,,,,,,
8467977,https://assets.nhle.com/mugs/nhl/20142015/CGY/8467977.png,16.0,R,R,76,235,193,107,1981-09-02,CAN,Brian,McGrattan,Hamilton,ON,,,,,,,,,F,BRIAN MCGRATTAN,20142015,CGY,,,,,,,,,,,,,,,,,,
8477497,https://assets.nhle.com/mugs/nhl/20142015/CGY/8477497.png,23.0,C,L,74,196,188,89,1994-10-12,CAN,Sean,Monahan,Brampton,ON,,,,,,,,,F,SEAN MONAHAN,20142015,CGY,,,,,,,,,,,,,,,,,,
8477486,https://assets.nhle.com/mugs/nhl/20142015/CGY/8477486.png,28.0,L,L,74,196,188,89,1994-12-14,CAN,Emile,Poirier,Montréal,QC,,,,,,,,,F,EMILE POIRIER,20142015,CGY,,,,,,,,,,,,,,,,,,
8471664,https://assets.nhle.com/mugs/nhl/20142015/CGY/8471664.png,21.0,L,L,73,179,185,81,1985-09-17,CAN,Mason,Raymond,Cochrane,AB,,,,,,,,,F,MASON RAYMOND,20142015,CGY,,,,,,,,,,,,,,,,,,
8475733,https://assets.nhle.com/mugs/nhl/20142015/CGY/8475733.png,59.0,C,L,73,195,185,88,1992-02-04,CAN,Max,Reinhart,West Vancouver,BC,,,,,,,,,F,MAX REINHART,20142015,CGY,,,,,,,,,,,,,,,,,,
8471682,https://assets.nhle.com/mugs/nhl/20142015/CGY/8471682.png,22.0,R,R,72,205,183,93,1987-01-01,CAN,Devin,Setoguchi,Taber,AB,,,,,,,,,F,DEVIN SETOGUCHI,20142015,CGY,,,,,,,,,,,,,,,,,,
8475213,https://assets.nhle.com/mugs/nhl/20142015/CGY/8475213.png,22.0,C,R,74,209,188,95,1991-01-29,USA,Drew,Shore,Denver,CO,,,,,,,,,F,DREW SHORE,20142015,CGY,,,,,,,,,,,,,,,,,,
8470162,https://assets.nhle.com/mugs/nhl/20142015/CGY/8470162.png,18.0,C,L,73,195,185,88,1983-12-19,CAN,Matt,Stajan,Mississauga,ON,,,,,,,,,F,MATT STAJAN,20142015,CGY,,,,,,,,,,,,,,,,,,
8477913,https://assets.nhle.com/mugs/nhl/20142015/CGY/8477913.png,45.0,L,L,75,215,191,98,1989-09-15,DEU,David,Wolf,Dusseldorf,,Düsseldorf,Düsseldorf,Düsseldorf,,Düsseldorf,Düsseldorf,,,F,DAVID WOLF,20142015,CGY,,,,,,,,,,,,,,,,,,
8474673,https://assets.nhle.com/mugs/nhl/20142015/CGY/8474673.png,7.0,D,L,74,187,188,85,1990-06-07,CAN,TJ,Brodie,Chatham,ON,,,,,,,,,D,TJ BRODIE,20142015,CGY,,,,,,,,,,,,,,,,,,
8476244,https://assets.nhle.com/mugs/nhl/20142015/CGY/8476244.png,33.0,D,R,71,197,180,89,1986-01-09,CHE,Raphael,Diaz,Baar,,,,,,,,,,D,RAPHAEL DIAZ,20142015,CGY,,,,,,,,,,,,,,,,,,
8468674,https://assets.nhle.com/mugs/nhl/20142015/CGY/8468674.png,29.0,D,R,74,212,188,96,1982-04-03,CAN,Deryk,Engelland,Edmonton,AB,,,,,,,,,D,DERYK ENGELLAND,20142015,CGY,,,,,,,,,,,,,,,,,,
8470966,https://assets.nhle.com/mugs/nhl/20142015/CGY/8470966.png,5.0,D,L,72,205,183,93,1983-10-03,CAN,Mark,Giordano,Toronto,ON,,,,,,,,,D,MARK GIORDANO,20142015,CGY,,,,,,,,,,,,,,,,,,
8476967,https://assets.nhle.com/mugs/nhl/20142015/CGY/8476967.png,61.0,D,L,73,197,185,89,1994-01-06,CAN,Brett,Kulak,Edmonton,AB,,,,,,,,,D,BRETT KULAK,20142015,CGY,,,,,,,,,,,,,,,,,,
8470714,https://assets.nhle.com/mugs/nhl/20142015/CGY/8470714.png,28.0,D,R,75,204,191,93,1984-01-05,USA,Corey,Potter,Lansing,MI,,,,,,,,,D,COREY POTTER,20142015,CGY,,,,,,,,,,,,,,,,,,
8475829,https://assets.nhle.com/mugs/nhl/20142015/CGY/8475829.png,49.0,D,R,72,190,183,86,1991-02-07,CAN,John,Ramage,Mississauga,ON,,,,,,,,,D,JOHN RAMAGE,20142015,CGY,,,,,,,,,,,,,,,,,,
8471729,https://assets.nhle.com/mugs/nhl/20142015/CGY/8471729.png,4.0,D,L,70,170,178,77,1987-05-02,CAN,Kris,Russell,Caroline,AB,,,,,,,,,D,KRIS RUSSELL,20142015,CGY,,,,,,,,,,,,,,,,,,
8473673,https://assets.nhle.com/mugs/nhl/20142015/CGY/8473673.png,3.0,D,L,73,191,185,87,1987-05-07,CAN,David,Schlemko,Edmonton,AB,,,,,,,,,D,DAVID SCHLEMKO,20142015,CGY,,,,,,,,,,,,,,,,,,
8471222,https://assets.nhle.com/mugs/nhl/20142015/CGY/8471222.png,15.0,D,L,76,210,193,95,1986-02-01,CZE,Ladislav,Smid,Frydlant,,Frýdlanf,,Frýdlant,,Frýdlanf,,Šmíd,,D,LADISLAV SMID,20142015,CGY,,,,,,,,,,,,,,,,,,
8469770,https://assets.nhle.com/mugs/nhl/20142015/CGY/8469770.png,6.0,D,R,72,202,183,92,1983-03-20,CAN,Dennis,Wideman,Kitchener,ON,,,,,,,,,D,DENNIS WIDEMAN,20142015,CGY,,,,,,,,,,,,,,,,,,
8476452,https://assets.nhle.com/mugs/nhl/20142015/CGY/8476452.png,26.0,D,L,74,207,188,94,1993-03-12,CAN,Tyler,Wotherspoon,Burnaby,BC,,,,,,,,,D,TYLER WOTHERSPOON,20142015,CGY,,,,,,,,,,,,,,,,,,
8473972,https://assets.nhle.com/mugs/nhl/20142015/CGY/8473972.png,1.0,G,R,74,191,188,87,1982-02-12,CHE,Jonas,Hiller,Felben Wellhausen,,,,,Felben-Wellhausen,,,,,G,JONAS HILLER,20142015,CGY,,,,,,,,,,,,,,,,,,
8475299,https://assets.nhle.com/mugs/nhl/20142015/CGY/8475299.png,37.0,G,L,73,190,185,86,1991-04-16,FIN,Joni,Ortio,Turku,,,,,,,Åbo,,,G,JONI ORTIO,20142015,CGY,,,,,,,,,,,,,,,,,,
8471403,https://assets.nhle.com/mugs/nhl/20142015/CGY/8471403.png,31.0,G,L,74,206,188,93,1986-07-01,FIN,Karri,Ramo,Asikkala,,,,,,,,,,G,KARRI RAMO,20142015,CGY,,,,,,,,,,,,,,,,,,
8475461,https://assets.nhle.com/mugs/nhl/20142015/COL/8475461.png,26.0,L,L,70,187,178,85,1991-01-03,CAN,Andrew,Agozzino,Kleinburg,ON,,,,,,,,,F,ANDREW AGOZZINO,20142015,COL,,,,,,,,,,,,,,,,,,
8471326,https://assets.nhle.com/mugs/nhl/20142015/COL/8471326.png,58.0,L,L,78,225,198,102,1986-03-23,CAN,Patrick,Bordeleau,Montréal,QC,,,,,,,,,F,PATRICK BORDELEAU,20142015,COL,,,,,,,,,,,,,,,,,,
8464975,https://assets.nhle.com/mugs/nhl/20142015/COL/8464975.png,48.0,C,R,69,174,175,79,1977-10-06,CAN,Daniel,Brière,Gatineau,QC,,,,,,,Briere,Briere,F,DANIEL BRIÈRE,20142015,COL,Briere,,,Briere,Briere,Briere,,,,,,,,,,,,
8474008,https://assets.nhle.com/mugs/nhl/20142015/COL/8474008.png,28.0,C,L,73,196,185,89,1988-09-24,USA,Paul,Carey,Boston,MA,,,,,,,,,F,PAUL CAREY,20142015,COL,,,,,,,,,,,,,,,,,,
8475150,https://assets.nhle.com/mugs/nhl/20142015/COL/8475150.png,27.0,R,L,75,204,191,93,1990-11-02,CAN,Jordan,Caron,Sayabec,QC,,,,,,,,,F,JORDAN CARON,20142015,COL,,,,,,,,,,,,,,,,,,
8471718,https://assets.nhle.com/mugs/nhl/20142015/COL/8471718.png,24.0,C,R,72,202,183,92,1987-03-23,CAN,Marc-Andre,Cliche,Rouyn-Noranda,QC,,,,,,,,,F,MARC-ANDRE CLICHE,20142015,COL,,,,,,,,,,,,,,,,,,
8475168,https://assets.nhle.com/mugs/nhl/20142015/COL/8475168.png,9.0,C,L,71,195,180,88,1991-01-16,CAN,Matt,Duchene,Haliburton,ON,,,,,,,,,F,MATT DUCHENE,20142015,COL,,,,,,,,,,,,,,,,,,
8477902,https://assets.nhle.com/mugs/nhl/20142015/COL/8477902.png,45.0,R,L,76,205,193,93,1991-12-31,SWE,Dennis,Everberg,Vasteras,,Västeras,,Västerås,,Västeras,Västerås,,,F,DENNIS EVERBERG,20142015,COL,,,,,,,,,,,,,,,,,,
8475878,https://assets.nhle.com/mugs/nhl/20142015/COL/8475878.png,13.0,C,R,73,195,185,88,1992-01-01,CAN,Freddie,Hamilton,Toronto,ON,,,,,,,,,F,FREDDIE HAMILTON,20142015,COL,,,,,,,,,,,,,,,,,,
8475767,https://assets.nhle.com/mugs/nhl/20142015/COL/8475767.png,38.0,C,L,70,170,178,77,1991-10-20,CAN,Joey,Hishon,Stratford,ON,,,,,,,,,F,JOEY HISHON,20142015,COL,,,,,,,,,,,,,,,,,,
8462042,https://assets.nhle.com/mugs/nhl/20142015/COL/8462042.png,12.0,R,R,73,210,185,95,1977-07-01,CAN,Jarome,Iginla,Edmonton,AB,,,,,,,,,F,JAROME IGINLA,20142015,COL,,,,,,,,,,,,,,,,,,
8476455,https://assets.nhle.com/mugs/nhl/20142015/COL/8476455.png,92.0,L,L,73,215,185,98,1992-11-23,SWE,Gabriel,Landeskog,Stockholm,,,,Tukholma,,,,,,F,GABRIEL LANDESKOG,20142015,COL,,,,,,,,,,,,,,,,,,
8477492,https://assets.nhle.com/mugs/nhl/20142015/COL/8477492.png,29.0,C,R,72,200,183,91,1995-09-01,CAN,Nathan,MacKinnon,Halifax,NS,,,,,,,,,F,NATHAN MACKINNON,20142015,COL,,,,,,,,,,,,,,,,,,
8473465,https://assets.nhle.com/mugs/nhl/20142015/COL/8473465.png,11.0,L,L,73,205,185,93,1988-08-05,CAN,Jamie,McGinn,Fergus,ON,,,,,,,,,F,JAMIE MCGINN,20142015,COL,,,,,,,,,,,,,,,,,,
8471657,https://assets.nhle.com/mugs/nhl/20142015/COL/8471657.png,55.0,L,L,74,204,188,93,1984-06-26,CAN,Cody,McLeod,Binscarth,MB,,,,,,,,,F,CODY MCLEOD,20142015,COL,,,,,,,,,,,,,,,,,,
8470750,https://assets.nhle.com/mugs/nhl/20142015/COL/8470750.png,7.0,C,L,73,204,185,93,1985-01-22,CAN,John,Mitchell,Oakville,ON,,,,,,,,,F,JOHN MITCHELL,20142015,COL,,,,,,,,,,,,,,,,,,
8475158,https://assets.nhle.com/mugs/nhl/20142015/COL/8475158.png,90.0,C,L,73,207,185,94,1991-02-07,CAN,Ryan,O'Reilly,Clinton,ON,,,,,,,,,F,RYAN O'REILLY,20142015,COL,,,,,,,,,,,,,,,,,,
8477916,https://assets.nhle.com/mugs/nhl/20142015/COL/8477916.png,71.0,R,R,74,200,188,91,1992-03-25,HRV,Borna,Rendulic,Zagreb,,,,,,,,,,F,BORNA RENDULIC,20142015,COL,,,,,,,,,,,,,,,,,,
8475958,https://assets.nhle.com/mugs/nhl/20142015/COL/8475958.png,43.0,C,L,72,179,183,81,1992-07-25,CAN,Michael,Sgarbossa,Campbellville,ON,,,,,,,,,F,MICHAEL SGARBOSSA,20142015,COL,,,,,,,,,,,,,,,,,,
8476536,https://assets.nhle.com/mugs/nhl/20142015/COL/8476536.png,37.0,C,R,70,185,178,84,1993-06-20,CAN,Colin,Smith,Edmonton,AB,,,,,,,,,F,COLIN SMITH,20142015,COL,,,,,,,,,,,,,,,,,,
8476043,https://assets.nhle.com/mugs/nhl/20142015/COL/8476043.png,10.0,C,L,72,190,183,86,1987-02-13,CAN,Ben,Street,Coquitlam,BC,,,,,,,,,F,BEN STREET,20142015,COL,,,,,,,,,,,,,,,,,,
